Date,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,subject10,subject11,subject12,subject13,subject14,subject15,subject16,subject17,subject18,subject19,subject20,subject21,subject22,subject23,subject24
2015-5-30,0.03596403596,3.988011988,3.972427572,2.996403596,3.996403596,4,2.703596404,0,2.667632368,3.655644356,0,3.292807193,1.715584416,3.976023976,0.03236763237,2.964035964,0,3.991608392,0.03236763237,3.3,3.996403596,2.711988012,2.703596404,4
2015-5-30,0.03896103896,3.987012987,3.97012987,2.996103896,3.996103896,4,2.703896104,0,2.664935065,3.651948052,0,3.292207792,1.716883117,3.974025974,0.03506493506,2.961038961,0,3.990909091,0.03506493506,3.3,3.996103896,2.712987013,2.703896104,4
2015-5-30,0.04195804196,3.986013986,3.967832168,2.995804196,3.995804196,4,2.704195804,0,2.662237762,3.648251748,0,3.291608392,1.718181818,3.972027972,0.03776223776,2.958041958,0,3.99020979,0.03776223776,3.3,3.995804196,2.713986014,2.704195804,4
2015-5-30,0.04495504496,3.985014985,3.965534466,2.995504496,3.995504496,4,2.704495504,0,2.65954046,3.644555445,0,3.291008991,1.719480519,3.97002997,0.04045954046,2.955044955,0,3.98951049,0.04045954046,3.3,3.995504496,2.714985015,2.704495504,4
2015-5-30,0.04795204795,3.984015984,3.963236763,2.995204795,3.995204795,4,2.704795205,0,2.656843157,3.640859141,0,3.29040959,1.720779221,3.968031968,0.04315684316,2.952047952,0,3.988811189,0.04315684316,3.3,3.995204795,2.715984016,2.704795205,4
2015-5-30,0.05094905095,3.983016983,3.960939061,2.994905095,3.994905095,4,2.705094905,0,2.654145854,3.637162837,0,3.28981019,1.722077922,3.966033966,0.04585414585,2.949050949,0,3.988111888,0.04585414585,3.3,3.994905095,2.716983017,2.705094905,4
2015-5-30,0.05394605395,3.982017982,3.958641359,2.994605395,3.994605395,4,2.705394605,0,2.651448551,3.633466533,0,3.289210789,1.723376623,3.964035964,0.04855144855,2.946053946,0,3.987412587,0.04855144855,3.3,3.994605395,2.717982018,2.705394605,4
2015-5-30,0.05694305694,3.981018981,3.956343656,2.994305694,3.994305694,4,2.705694306,0,2.648751249,3.62977023,0,3.288611389,1.724675325,3.962037962,0.05124875125,2.943056943,0,3.986713287,0.05124875125,3.3,3.994305694,2.718981019,2.705694306,4
2015-5-30,0.05994005994,3.98001998,3.954045954,2.994005994,3.994005994,4,2.705994006,0,2.646053946,3.626073926,0,3.288011988,1.725974026,3.96003996,0.05394605395,2.94005994,0,3.986013986,0.05394605395,3.3,3.994005994,2.71998002,2.705994006,4
2015-5-30,0.06293706294,3.979020979,3.951748252,2.993706294,3.993706294,4,2.706293706,0,2.643356643,3.622377622,0,3.287412587,1.727272727,3.958041958,0.05664335664,2.937062937,0,3.985314685,0.05664335664,3.3,3.993706294,2.720979021,2.706293706,4
2015-5-30,0.06593406593,3.978021978,3.949450549,2.993406593,3.993406593,4,2.706593407,0,2.640659341,3.618681319,0,3.286813187,1.728571429,3.956043956,0.05934065934,2.934065934,0,3.984615385,0.05934065934,3.3,3.993406593,2.721978022,2.706593407,4
2015-5-30,0.06893106893,3.977022977,3.947152847,2.993106893,3.993106893,4,2.706893107,0,2.637962038,3.614985015,0,3.286213786,1.72987013,3.954045954,0.06203796204,2.931068931,0,3.983916084,0.06203796204,3.3,3.993106893,2.722977023,2.706893107,4
2015-5-30,0.07192807193,3.976023976,3.944855145,2.992807193,3.992807193,4,2.707192807,0,2.635264735,3.611288711,0,3.285614386,1.731168831,3.952047952,0.06473526474,2.928071928,0,3.983216783,0.06473526474,3.3,3.992807193,2.723976024,2.707192807,4
2015-5-30,0.07492507493,3.975024975,3.942557443,2.992507493,3.992507493,4,2.707492507,0,2.632567433,3.607592408,0,3.285014985,1.732467532,3.95004995,0.06743256743,2.925074925,0,3.982517483,0.06743256743,3.3,3.992507493,2.724975025,2.707492507,4
2015-5-30,0.07792207792,3.974025974,3.94025974,2.992207792,3.992207792,4,2.707792208,0,2.62987013,3.603896104,0,3.284415584,1.733766234,3.948051948,0.07012987013,2.922077922,0,3.981818182,0.07012987013,3.3,3.992207792,2.725974026,2.707792208,4
2015-5-30,0.08091908092,3.973026973,3.937962038,2.991908092,3.991908092,4,2.708091908,0,2.627172827,3.6001998,0,3.283816184,1.735064935,3.946053946,0.07282717283,2.919080919,0,3.981118881,0.07282717283,3.3,3.991908092,2.726973027,2.708091908,4
2015-5-30,0.08391608392,3.972027972,3.935664336,2.991608392,3.991608392,4,2.708391608,0,2.624475524,3.596503497,0,3.283216783,1.736363636,3.944055944,0.07552447552,2.916083916,0,3.98041958,0.07552447552,3.3,3.991608392,2.727972028,2.708391608,4
2015-5-30,0.08691308691,3.971028971,3.933366633,2.991308691,3.991308691,4,2.708691309,0,2.621778222,3.592807193,0,3.282617383,1.737662338,3.942057942,0.07822177822,2.913086913,0,3.97972028,0.07822177822,3.3,3.991308691,2.728971029,2.708691309,4
2015-5-30,0.08991008991,3.97002997,3.931068931,2.991008991,3.991008991,4,2.708991009,0,2.619080919,3.589110889,0,3.282017982,1.738961039,3.94005994,0.08091908092,2.91008991,0,3.979020979,0.08091908092,3.3,3.991008991,2.72997003,2.708991009,4
2015-5-30,0.09290709291,3.969030969,3.928771229,2.990709291,3.990709291,4,2.709290709,0,2.616383616,3.585414585,0,3.281418581,1.74025974,3.938061938,0.08361638362,2.907092907,0,3.978321678,0.08361638362,3.3,3.990709291,2.730969031,2.709290709,4
2015-5-30,0.0959040959,3.968031968,3.926473526,2.99040959,3.99040959,4,2.70959041,0,2.613686314,3.581718282,0,3.280819181,1.741558442,3.936063936,0.08631368631,2.904095904,0,3.977622378,0.08631368631,3.3,3.99040959,2.731968032,2.70959041,4
2015-5-30,0.0989010989,3.967032967,3.924175824,2.99010989,3.99010989,4,2.70989011,0,2.610989011,3.578021978,0,3.28021978,1.742857143,3.934065934,0.08901098901,2.901098901,0,3.976923077,0.08901098901,3.3,3.99010989,2.732967033,2.70989011,4
2015-5-30,0.1018981019,3.966033966,3.921878122,2.98981019,3.98981019,4,2.71018981,0,2.608291708,3.574325674,0,3.27962038,1.744155844,3.932067932,0.09170829171,2.898101898,0,3.976223776,0.09170829171,3.3,3.98981019,2.733966034,2.71018981,4
2015-5-30,0.1048951049,3.965034965,3.91958042,2.98951049,3.98951049,4,2.71048951,0,2.605594406,3.570629371,0,3.279020979,1.745454545,3.93006993,0.09440559441,2.895104895,0,3.975524476,0.09440559441,3.3,3.98951049,2.734965035,2.71048951,4
2015-5-30,0.1078921079,3.964035964,3.917282717,2.989210789,3.989210789,4,2.710789211,0,2.602897103,3.566933067,0,3.278421578,1.746753247,3.928071928,0.0971028971,2.892107892,0,3.974825175,0.0971028971,3.3,3.989210789,2.735964036,2.710789211,4
2015-5-30,0.1108891109,3.963036963,3.914985015,2.988911089,3.988911089,4,2.711088911,0,2.6001998,3.563236763,0,3.277822178,1.748051948,3.926073926,0.0998001998,2.889110889,0,3.974125874,0.0998001998,3.3,3.988911089,2.736963037,2.711088911,4
2015-5-30,0.1138861139,3.962037962,3.912687313,2.988611389,3.988611389,4,2.711388611,0,2.597502498,3.55954046,0,3.277222777,1.749350649,3.924075924,0.1024975025,2.886113886,0,3.973426573,0.1024975025,3.3,3.988611389,2.737962038,2.711388611,4
2015-5-30,0.1168831169,3.961038961,3.91038961,2.988311688,3.988311688,4,2.711688312,0,2.594805195,3.555844156,0,3.276623377,1.750649351,3.922077922,0.1051948052,2.883116883,0,3.972727273,0.1051948052,3.3,3.988311688,2.738961039,2.711688312,4
2015-5-30,0.1198801199,3.96003996,3.908091908,2.988011988,3.988011988,4,2.711988012,0,2.592107892,3.552147852,0,3.276023976,1.751948052,3.92007992,0.1078921079,2.88011988,0,3.972027972,0.1078921079,3.3,3.988011988,2.73996004,2.711988012,4
2015-5-30,0.1228771229,3.959040959,3.905794206,2.987712288,3.987712288,4,2.712287712,0,2.589410589,3.548451548,0,3.275424575,1.753246753,3.918081918,0.1105894106,2.877122877,0,3.971328671,0.1105894106,3.3,3.987712288,2.740959041,2.712287712,4
2015-5-30,0.1258741259,3.958041958,3.903496503,2.987412587,3.987412587,4,2.712587413,0,2.586713287,3.544755245,0,3.274825175,1.754545455,3.916083916,0.1132867133,2.874125874,0,3.970629371,0.1132867133,3.3,3.987412587,2.741958042,2.712587413,4
2015-5-30,0.1288711289,3.957042957,3.901198801,2.987112887,3.987112887,4,2.712887113,0,2.584015984,3.541058941,0,3.274225774,1.755844156,3.914085914,0.115984016,2.871128871,0,3.96993007,0.115984016,3.3,3.987112887,2.742957043,2.712887113,4
2015-5-30,0.1318681319,3.956043956,3.898901099,2.986813187,3.986813187,4,2.713186813,0,2.581318681,3.537362637,0,3.273626374,1.757142857,3.912087912,0.1186813187,2.868131868,0,3.969230769,0.1186813187,3.3,3.986813187,2.743956044,2.713186813,4
2015-5-30,0.1348651349,3.955044955,3.896603397,2.986513487,3.986513487,4,2.713486513,0,2.578621379,3.533666334,0,3.273026973,1.758441558,3.91008991,0.1213786214,2.865134865,0,3.968531469,0.1213786214,3.3,3.986513487,2.744955045,2.713486513,4
2015-5-30,0.1378621379,3.954045954,3.894305694,2.986213786,3.986213786,4,2.713786214,0,2.575924076,3.52997003,0,3.272427572,1.75974026,3.908091908,0.1240759241,2.862137862,0,3.967832168,0.1240759241,3.3,3.986213786,2.745954046,2.713786214,4
2015-5-30,0.1408591409,3.953046953,3.892007992,2.985914086,3.985914086,4,2.714085914,0,2.573226773,3.526273726,0,3.271828172,1.761038961,3.906093906,0.1267732268,2.859140859,0,3.967132867,0.1267732268,3.3,3.985914086,2.746953047,2.714085914,4
2015-5-30,0.1438561439,3.952047952,3.88971029,2.985614386,3.985614386,4,2.714385614,0,2.570529471,3.522577423,0,3.271228771,1.762337662,3.904095904,0.1294705295,2.856143856,0,3.966433566,0.1294705295,3.3,3.985614386,2.747952048,2.714385614,4
2015-5-30,0.1468531469,3.951048951,3.887412587,2.985314685,3.985314685,4,2.714685315,0,2.567832168,3.518881119,0,3.270629371,1.763636364,3.902097902,0.1321678322,2.853146853,0,3.965734266,0.1321678322,3.3,3.985314685,2.748951049,2.714685315,4
2015-5-30,0.1498501499,3.95004995,3.885114885,2.985014985,3.985014985,4,2.714985015,0,2.565134865,3.515184815,0,3.27002997,1.764935065,3.9000999,0.1348651349,2.85014985,0,3.965034965,0.1348651349,3.3,3.985014985,2.74995005,2.714985015,4
2015-5-30,0.1528471528,3.949050949,3.882817183,2.984715285,3.984715285,4,2.715284715,0,2.562437562,3.511488511,0,3.269430569,1.766233766,3.898101898,0.1375624376,2.847152847,0,3.964335664,0.1375624376,3.3,3.984715285,2.750949051,2.715284715,4
2015-5-30,0.1558441558,3.948051948,3.880519481,2.984415584,3.984415584,4,2.715584416,0,2.55974026,3.507792208,0,3.268831169,1.767532468,3.896103896,0.1402597403,2.844155844,0,3.963636364,0.1402597403,3.3,3.984415584,2.751948052,2.715584416,4
2015-5-30,0.1588411588,3.947052947,3.878221778,2.984115884,3.984115884,4,2.715884116,0,2.557042957,3.504095904,0,3.268231768,1.768831169,3.894105894,0.142957043,2.841158841,0,3.962937063,0.142957043,3.3,3.984115884,2.752947053,2.715884116,4
2015-5-30,0.1618381618,3.946053946,3.875924076,2.983816184,3.983816184,4,2.716183816,0,2.554345654,3.5003996,0,3.267632368,1.77012987,3.892107892,0.1456543457,2.838161838,0,3.962237762,0.1456543457,3.3,3.983816184,2.753946054,2.716183816,4
2015-5-30,0.1648351648,3.945054945,3.873626374,2.983516484,3.983516484,4,2.716483516,0,2.551648352,3.496703297,0,3.267032967,1.771428571,3.89010989,0.1483516484,2.835164835,0,3.961538462,0.1483516484,3.3,3.983516484,2.754945055,2.716483516,4
2015-5-30,0.1678321678,3.944055944,3.871328671,2.983216783,3.983216783,4,2.716783217,0,2.548951049,3.493006993,0,3.266433566,1.772727273,3.888111888,0.151048951,2.832167832,0,3.960839161,0.151048951,3.3,3.983216783,2.755944056,2.716783217,4
2015-5-30,0.1708291708,3.943056943,3.869030969,2.982917083,3.982917083,4,2.717082917,0,2.546253746,3.489310689,0,3.265834166,1.774025974,3.886113886,0.1537462537,2.829170829,0,3.96013986,0.1537462537,3.3,3.982917083,2.756943057,2.717082917,4
2015-5-30,0.1738261738,3.942057942,3.866733267,2.982617383,3.982617383,4,2.717382617,0,2.543556444,3.485614386,0,3.265234765,1.775324675,3.884115884,0.1564435564,2.826173826,0,3.959440559,0.1564435564,3.3,3.982617383,2.757942058,2.717382617,4
2015-5-30,0.1768231768,3.941058941,3.864435564,2.982317682,3.982317682,4,2.717682318,0,2.540859141,3.481918082,0,3.264635365,1.776623377,3.882117882,0.1591408591,2.823176823,0,3.958741259,0.1591408591,3.3,3.982317682,2.758941059,2.717682318,4
2015-5-30,0.1798201798,3.94005994,3.862137862,2.982017982,3.982017982,4,2.717982018,0,2.538161838,3.478221778,0,3.264035964,1.777922078,3.88011988,0.1618381618,2.82017982,0,3.958041958,0.1618381618,3.3,3.982017982,2.75994006,2.717982018,4
2015-5-30,0.1828171828,3.939060939,3.85984016,2.981718282,3.981718282,4,2.718281718,0,2.535464535,3.474525475,0,3.263436563,1.779220779,3.878121878,0.1645354645,2.817182817,0,3.957342657,0.1645354645,3.3,3.981718282,2.760939061,2.718281718,4
2015-5-30,0.1858141858,3.938061938,3.857542458,2.981418581,3.981418581,4,2.718581419,0,2.532767233,3.470829171,0,3.262837163,1.780519481,3.876123876,0.1672327672,2.814185814,0,3.956643357,0.1672327672,3.3,3.981418581,2.761938062,2.718581419,4
2015-5-30,0.1888111888,3.937062937,3.855244755,2.981118881,3.981118881,4,2.718881119,0,2.53006993,3.467132867,0,3.262237762,1.781818182,3.874125874,0.1699300699,2.811188811,0,3.955944056,0.1699300699,3.3,3.981118881,2.762937063,2.718881119,4
2015-5-30,0.1918081918,3.936063936,3.852947053,2.980819181,3.980819181,4,2.719180819,0,2.527372627,3.463436563,0,3.261638362,1.783116883,3.872127872,0.1726273726,2.808191808,0,3.955244755,0.1726273726,3.3,3.980819181,2.763936064,2.719180819,4
2015-5-30,0.1948051948,3.935064935,3.850649351,2.980519481,3.980519481,4,2.719480519,0,2.524675325,3.45974026,0,3.261038961,1.784415584,3.87012987,0.1753246753,2.805194805,0,3.954545455,0.1753246753,3.3,3.980519481,2.764935065,2.719480519,4
2015-5-30,0.1978021978,3.934065934,3.848351648,2.98021978,3.98021978,4,2.71978022,0,2.521978022,3.456043956,0,3.26043956,1.785714286,3.868131868,0.178021978,2.802197802,0,3.953846154,0.178021978,3.3,3.98021978,2.765934066,2.71978022,4
2015-5-30,0.2007992008,3.933066933,3.846053946,2.97992008,3.97992008,4,2.72007992,0,2.519280719,3.452347652,0,3.25984016,1.787012987,3.866133866,0.1807192807,2.799200799,0,3.953146853,0.1807192807,3.3,3.97992008,2.766933067,2.72007992,4
2015-5-30,0.2037962038,3.932067932,3.843756244,2.97962038,3.97962038,4,2.72037962,0,2.516583417,3.448651349,0,3.259240759,1.788311688,3.864135864,0.1834165834,2.796203796,0,3.952447552,0.1834165834,3.3,3.97962038,2.767932068,2.72037962,4
2015-5-30,0.2067932068,3.931068931,3.841458541,2.979320679,3.979320679,4,2.720679321,0,2.513886114,3.444955045,0,3.258641359,1.78961039,3.862137862,0.1861138861,2.793206793,0,3.951748252,0.1861138861,3.3,3.979320679,2.768931069,2.720679321,4
2015-5-30,0.2097902098,3.93006993,3.839160839,2.979020979,3.979020979,4,2.720979021,0,2.511188811,3.441258741,0,3.258041958,1.790909091,3.86013986,0.1888111888,2.79020979,0,3.951048951,0.1888111888,3.3,3.979020979,2.76993007,2.720979021,4
2015-5-30,0.2127872128,3.929070929,3.836863137,2.978721279,3.978721279,4,2.721278721,0,2.508491508,3.437562438,0,3.257442557,1.792207792,3.858141858,0.1915084915,2.787212787,0,3.95034965,0.1915084915,3.3,3.978721279,2.770929071,2.721278721,4
2015-5-30,0.2157842158,3.928071928,3.834565435,2.978421578,3.978421578,4,2.721578422,0,2.505794206,3.433866134,0,3.256843157,1.793506494,3.856143856,0.1942057942,2.784215784,0,3.94965035,0.1942057942,3.3,3.978421578,2.771928072,2.721578422,4
2015-5-30,0.2187812188,3.927072927,3.832267732,2.978121878,3.978121878,4,2.721878122,0,2.503096903,3.43016983,0,3.256243756,1.794805195,3.854145854,0.1969030969,2.781218781,0,3.948951049,0.1969030969,3.3,3.978121878,2.772927073,2.721878122,4
2015-5-30,0.2217782218,3.926073926,3.82997003,2.977822178,3.977822178,4,2.722177822,0,2.5003996,3.426473526,0,3.255644356,1.796103896,3.852147852,0.1996003996,2.778221778,0,3.948251748,0.1996003996,3.3,3.977822178,2.773926074,2.722177822,4
2015-5-30,0.2247752248,3.925074925,3.827672328,2.977522478,3.977522478,4,2.722477522,0,2.497702298,3.422777223,0,3.255044955,1.797402597,3.85014985,0.2022977023,2.775224775,0,3.947552448,0.2022977023,3.3,3.977522478,2.774925075,2.722477522,4
2015-5-30,0.2277722278,3.924075924,3.825374625,2.977222777,3.977222777,4,2.722777223,0,2.495004995,3.419080919,0,3.254445554,1.798701299,3.848151848,0.204995005,2.772227772,0,3.946853147,0.204995005,3.3,3.977222777,2.775924076,2.722777223,4
2015-5-30,0.2307692308,3.923076923,3.823076923,2.976923077,3.976923077,4,2.723076923,0,2.492307692,3.415384615,0,3.253846154,1.8,3.846153846,0.2076923077,2.769230769,0,3.946153846,0.2076923077,3.3,3.976923077,2.776923077,2.723076923,4
2015-5-30,0.2337662338,3.922077922,3.820779221,2.976623377,3.976623377,4,2.723376623,0,2.48961039,3.411688312,0,3.253246753,1.801298701,3.844155844,0.2103896104,2.766233766,0,3.945454545,0.2103896104,3.3,3.976623377,2.777922078,2.723376623,4
2015-5-30,0.2367632368,3.921078921,3.818481518,2.976323676,3.976323676,4,2.723676324,0,2.486913087,3.407992008,0,3.252647353,1.802597403,3.842157842,0.2130869131,2.763236763,0,3.944755245,0.2130869131,3.3,3.976323676,2.778921079,2.723676324,4
2015-5-30,0.2397602398,3.92007992,3.816183816,2.976023976,3.976023976,4,2.723976024,0,2.484215784,3.404295704,0,3.252047952,1.803896104,3.84015984,0.2157842158,2.76023976,0,3.944055944,0.2157842158,3.3,3.976023976,2.77992008,2.723976024,4
2015-5-30,0.2427572428,3.919080919,3.813886114,2.975724276,3.975724276,4,2.724275724,0,2.481518482,3.400599401,0,3.251448551,1.805194805,3.838161838,0.2184815185,2.757242757,0,3.943356643,0.2184815185,3.3,3.975724276,2.780919081,2.724275724,4
2015-5-30,0.2457542458,3.918081918,3.811588412,2.975424575,3.975424575,4,2.724575425,0,2.478821179,3.396903097,0,3.250849151,1.806493506,3.836163836,0.2211788212,2.754245754,0,3.942657343,0.2211788212,3.3,3.975424575,2.781918082,2.724575425,4
2015-5-30,0.2487512488,3.917082917,3.809290709,2.975124875,3.975124875,4,2.724875125,0,2.476123876,3.393206793,0,3.25024975,1.807792208,3.834165834,0.2238761239,2.751248751,0,3.941958042,0.2238761239,3.3,3.975124875,2.782917083,2.724875125,4
2015-5-30,0.2517482517,3.916083916,3.806993007,2.974825175,3.974825175,4,2.725174825,0,2.473426573,3.38951049,0,3.24965035,1.809090909,3.832167832,0.2265734266,2.748251748,0,3.941258741,0.2265734266,3.3,3.974825175,2.783916084,2.725174825,4
2015-5-30,0.2547452547,3.915084915,3.804695305,2.974525475,3.974525475,4,2.725474525,0,2.470729271,3.385814186,0,3.249050949,1.81038961,3.83016983,0.2292707293,2.745254745,0,3.940559441,0.2292707293,3.3,3.974525475,2.784915085,2.725474525,4
2015-5-30,0.2577422577,3.914085914,3.802397602,2.974225774,3.974225774,4,2.725774226,0,2.468031968,3.382117882,0,3.248451548,1.811688312,3.828171828,0.231968032,2.742257742,0,3.93986014,0.231968032,3.3,3.974225774,2.785914086,2.725774226,4
2015-5-30,0.2607392607,3.913086913,3.8000999,2.973926074,3.973926074,4,2.726073926,0,2.465334665,3.378421578,0,3.247852148,1.812987013,3.826173826,0.2346653347,2.739260739,0,3.939160839,0.2346653347,3.3,3.973926074,2.786913087,2.726073926,4
2015-5-30,0.2637362637,3.912087912,3.797802198,2.973626374,3.973626374,4,2.726373626,0,2.462637363,3.374725275,0,3.247252747,1.814285714,3.824175824,0.2373626374,2.736263736,0,3.938461538,0.2373626374,3.3,3.973626374,2.787912088,2.726373626,4
2015-5-30,0.2667332667,3.911088911,3.795504496,2.973326673,3.973326673,4,2.726673327,0,2.45994006,3.371028971,0,3.246653347,1.815584416,3.822177822,0.2400599401,2.733266733,0,3.937762238,0.2400599401,3.3,3.973326673,2.788911089,2.726673327,4
2015-5-30,0.2697302697,3.91008991,3.793206793,2.973026973,3.973026973,4,2.726973027,0,2.457242757,3.367332667,0,3.246053946,1.816883117,3.82017982,0.2427572428,2.73026973,0,3.937062937,0.2427572428,3.3,3.973026973,2.78991009,2.726973027,4
2015-5-30,0.2727272727,3.909090909,3.790909091,2.972727273,3.972727273,4,2.727272727,0,2.454545455,3.363636364,0,3.245454545,1.818181818,3.818181818,0.2454545455,2.727272727,0,3.936363636,0.2454545455,3.3,3.972727273,2.790909091,2.727272727,4
2015-5-30,0.2757242757,3.908091908,3.788611389,2.972427572,3.972427572,4,2.727572428,0,2.451848152,3.35994006,0,3.244855145,1.819480519,3.816183816,0.2481518482,2.724275724,0,3.935664336,0.2481518482,3.3,3.972427572,2.791908092,2.727572428,4
2015-5-30,0.2787212787,3.907092907,3.786313686,2.972127872,3.972127872,4,2.727872128,0,2.449150849,3.356243756,0,3.244255744,1.820779221,3.814185814,0.2508491508,2.721278721,0,3.934965035,0.2508491508,3.3,3.972127872,2.792907093,2.727872128,4
2015-5-30,0.2817182817,3.906093906,3.784015984,2.971828172,3.971828172,4,2.728171828,0,2.446453546,3.352547453,0,3.243656344,1.822077922,3.812187812,0.2535464535,2.718281718,0,3.934265734,0.2535464535,3.3,3.971828172,2.793906094,2.728171828,4
2015-5-30,0.2847152847,3.905094905,3.781718282,2.971528472,3.971528472,4,2.728471528,0,2.443756244,3.348851149,0,3.243056943,1.823376623,3.81018981,0.2562437562,2.715284715,0,3.933566434,0.2562437562,3.3,3.971528472,2.794905095,2.728471528,4
2015-12-30,0.2877122877,3.904095904,3.779420579,2.971228771,3.971228771,4,2.728771229,0,2.441058941,3.345154845,0,3.242457542,1.824675325,3.808191808,0.2589410589,2.712287712,0,3.932867133,0.2589410589,3.3,3.971228771,2.795904096,2.728771229,4
2015-12-30,0.2907092907,3.903096903,3.777122877,2.970929071,3.970929071,4,2.729070929,0,2.438361638,3.341458541,0,3.241858142,1.825974026,3.806193806,0.2616383616,2.709290709,0,3.932167832,0.2616383616,3.3,3.970929071,2.796903097,2.729070929,4
2015-12-30,0.2937062937,3.902097902,3.774825175,2.970629371,3.970629371,4,2.729370629,0,2.435664336,3.337762238,0,3.241258741,1.827272727,3.804195804,0.2643356643,2.706293706,0,3.931468531,0.2643356643,3.3,3.970629371,2.797902098,2.729370629,4
2015-12-30,0.2967032967,3.901098901,3.772527473,2.97032967,3.97032967,4,2.72967033,0,2.432967033,3.334065934,0,3.240659341,1.828571429,3.802197802,0.267032967,2.703296703,0,3.930769231,0.267032967,3.3,3.97032967,2.798901099,2.72967033,4
2015-12-30,0.2997002997,3.9000999,3.77022977,2.97002997,3.97002997,4,2.72997003,0,2.43026973,3.33036963,0,3.24005994,1.82987013,3.8001998,0.2697302697,2.7002997,0,3.93006993,0.2697302697,3.3,3.97002997,2.7999001,2.72997003,4
2015-12-30,0.3026973027,3.899100899,3.767932068,2.96973027,3.96973027,4,2.73026973,0,2.427572428,3.326673327,0,3.239460539,1.831168831,3.798201798,0.2724275724,2.697302697,0,3.929370629,0.2724275724,3.3,3.96973027,2.800899101,2.73026973,4
2015-12-30,0.3056943057,3.898101898,3.765634366,2.969430569,3.969430569,4,2.730569431,0,2.424875125,3.322977023,0,3.238861139,1.832467532,3.796203796,0.2751248751,2.694305694,0,3.928671329,0.2751248751,3.3,3.969430569,2.801898102,2.730569431,4
2015-12-30,0.3086913087,3.897102897,3.763336663,2.969130869,3.969130869,4,2.730869131,0,2.422177822,3.319280719,0,3.238261738,1.833766234,3.794205794,0.2778221778,2.691308691,0,3.927972028,0.2778221778,3.3,3.969130869,2.802897103,2.730869131,4
2015-12-30,0.3116883117,3.896103896,3.761038961,2.968831169,3.968831169,4,2.731168831,0,2.419480519,3.315584416,0,3.237662338,1.835064935,3.792207792,0.2805194805,2.688311688,0,3.927272727,0.2805194805,3.3,3.968831169,2.803896104,2.731168831,4
2015-12-30,0.3146853147,3.895104895,3.758741259,2.968531469,3.968531469,4,2.731468531,0,2.416783217,3.311888112,0,3.237062937,1.836363636,3.79020979,0.2832167832,2.685314685,0,3.926573427,0.2832167832,3.3,3.968531469,2.804895105,2.731468531,4
2015-12-30,0.3176823177,3.894105894,3.756443556,2.968231768,3.968231768,4,2.731768232,0,2.414085914,3.308191808,0,3.236463536,1.837662338,3.788211788,0.2859140859,2.682317682,0,3.925874126,0.2859140859,3.3,3.968231768,2.805894106,2.731768232,4
2015-12-30,0.3206793207,3.893106893,3.754145854,2.967932068,3.967932068,4,2.732067932,0,2.411388611,3.304495504,0,3.235864136,1.838961039,3.786213786,0.2886113886,2.679320679,0,3.925174825,0.2886113886,3.3,3.967932068,2.806893107,2.732067932,4
2015-12-30,0.3236763237,3.892107892,3.751848152,2.967632368,3.967632368,4,2.732367632,0,2.408691309,3.300799201,0,3.235264735,1.84025974,3.784215784,0.2913086913,2.676323676,0,3.924475524,0.2913086913,3.3,3.967632368,2.807892108,2.732367632,4
2015-12-30,0.3266733267,3.891108891,3.74955045,2.967332667,3.967332667,4,2.732667333,0,2.405994006,3.297102897,0,3.234665335,1.841558442,3.782217782,0.294005994,2.673326673,0,3.923776224,0.294005994,3.3,3.967332667,2.808891109,2.732667333,4
2015-12-30,0.3296703297,3.89010989,3.747252747,2.967032967,3.967032967,4,2.732967033,0,2.403296703,3.293406593,0,3.234065934,1.842857143,3.78021978,0.2967032967,2.67032967,0,3.923076923,0.2967032967,3.3,3.967032967,2.80989011,2.732967033,4
2015-12-30,0.3326673327,3.889110889,3.744955045,2.966733267,3.966733267,4,2.733266733,0,2.400599401,3.28971029,0,3.233466533,1.844155844,3.778221778,0.2994005994,2.667332667,0,3.922377622,0.2994005994,3.3,3.966733267,2.810889111,2.733266733,4
2015-12-30,0.3356643357,3.888111888,3.742657343,2.966433566,3.966433566,4,2.733566434,0,2.397902098,3.286013986,0,3.232867133,1.845454545,3.776223776,0.3020979021,2.664335664,0,3.921678322,0.3020979021,3.3,3.966433566,2.811888112,2.733566434,4
2015-12-30,0.3386613387,3.887112887,3.74035964,2.966133866,3.966133866,4,2.733866134,0,2.395204795,3.282317682,0,3.232267732,1.846753247,3.774225774,0.3047952048,2.661338661,0,3.920979021,0.3047952048,3.3,3.966133866,2.812887113,2.733866134,4
2015-12-30,0.3416583417,3.886113886,3.738061938,2.965834166,3.965834166,4,2.734165834,0,2.392507493,3.278621379,0,3.231668332,1.848051948,3.772227772,0.3074925075,2.658341658,0,3.92027972,0.3074925075,3.3,3.965834166,2.813886114,2.734165834,4
2015-12-30,0.3446553447,3.885114885,3.735764236,2.965534466,3.965534466,4,2.734465534,0,2.38981019,3.274925075,0,3.231068931,1.849350649,3.77022977,0.3101898102,2.655344655,0,3.91958042,0.3101898102,3.3,3.965534466,2.814885115,2.734465534,4
2015-12-30,0.3476523477,3.884115884,3.733466533,2.965234765,3.965234765,4,2.734765235,0,2.387112887,3.271228771,0,3.23046953,1.850649351,3.768231768,0.3128871129,2.652347652,0,3.918881119,0.3128871129,3.3,3.965234765,2.815884116,2.734765235,4
